Date,Open,High,Low,Close,Volume
2020-06-12,$196,$197.596,$182.52,$187.056,83816850
2020-06-11,$198.04,$203.792,$194.4,$194.568,79582400
2020-06-10,$198.376,$205.496,$196.5,$205.01,92817050
2020-06-09,$188.002,$190.888,$184.7862,$188.134,56940750
2020-06-08,$183.8,$190,$181.832,$189.984,70873650
2020-06-05,$175.568,$177.304,$173.24,$177.132,39059585
2020-06-04,$177.976,$179.15,$171.688,$172.876,44438565
2020-06-03,$177.624,$179.588,$176.02,$176.592,39747345
2020-06-02,$178.94,$181.732,$174.2,$176.312,67828000
2020-06-01,$171.6,$179.8,$170.82,$179.62,75426500
2020-05-29,$161.75,$167,$160.842,$167,59062450
2020-05-28,$162.702,$164.95,$160.338,$161.162,36378870
2020-05-27,$164.172,$165.542,$157,$164.046,57747650
2020-05-26,$166.9,$166.92,$163.141,$163.774,40448680
2020-05-22,$164.4348,$166.356,$162.4,$163.376,49937375
2020-05-21,$163.2,$166.5,$159.2,$165.52,61272900
2020-05-20,$164.1,$165.2,$162.36,$163.112,36546355
2020-05-19,$163.034,$164.414,$161.216,$161.602,48182610
2020-05-18,$165.556,$166.944,$160.776,$162.726,58490500
2020-05-15,$158.07,$161.0097,$157.3104,$159.834,52592150
2020-05-14,$156,$160.672,$152.8,$160.666,68410950
2020-05-13,$164.166,$165.2,$152.66,$158.192,95327450
2020-05-12,$165.4,$168.658,$161.6,$161.882,79534550
2020-05-11,$158.102,$164.8,$157,$162.258,82598000
2020-05-08,$158.754,$164.8,$157.402,$163.884,80650450
2020-05-07,$155.442,$159.28,$154.47,$156.008,57638450
2020-05-06,$155.3,$157.96,$152.222,$156.516,55616150
2020-05-05,$157.958,$159.784,$152.436,$153.642,84958300
2020-05-04,$140.2,$152.4,$139.6,$152.238,96185450
2020-05-01,$151,$154.554,$136.608,$140.264,162659050
2020-04-30,$171.038,$173.964,$152.7,$156.376,142359250
2020-04-29,$158.034,$160.64,$156.632,$160.102,81079900
2020-04-28,$159.128,$161,$151.338,$153.824,76109800
2020-04-27,$147.522,$159.898,$147,$159.75,103407200
2020-04-24,$142.162,$146.146,$139.636,$145.03,66188050
2020-04-23,$145.52,$146.8,$140.626,$141.126,66183500
2020-04-22,$140.796,$146.8,$137.742,$146.422,71124150
2020-04-21,$146.024,$150.666,$134.758,$137.344,101045450
2020-04-20,$146.54,$153.114,$142.442,$149.272,73731850
2020-04-17,$154.456,$154.99,$149.532,$150.778,65641150
2020-04-16,$143.388,$151.89,$141.343,$149.042,103289300
2020-04-15,$148.4,$150.626,$142,$145.966,117885000
2020-04-14,$139.794,$148.376,$138.486,$141.978,152882550
2020-04-13,$118.032,$130.4,$116.106,$130.19,112377100
2020-04-09,$112.418,$115.0364,$111.422,$114.6,68250000
2020-04-08,$110.84,$111.4416,$106.666,$109.768,63280100
2020-04-07,$109,$113,$106.468,$109.09,89598900
2020-04-06,$102.24,$104.2,$99.592,$103.248,74509200
2020-04-03,$101.9,$103.098,$93.678,$96.002,112810400
2020-04-02,$96.206,$98.852,$89.28,$90.894,99292150
2020-04-01,$100.8,$102.791,$95.02,$96.312,66765900
2020-03-31,$100.25,$108.592,$99.4,$104.8,88857450
2020-03-30,$102.052,$103.3294,$98.246,$100.426,59990350
2020-03-27,$101,$105.16,$98.806,$102.872,71887050
2020-03-26,$109.478,$112,$102.45,$105.632,87110400
2020-03-25,$109.05,$111.4,$102.222,$107.85,106113750
2020-03-24,$95.46,$102.738,$94.8,$101,114475850
2020-03-23,$86.72,$88.4,$82.1,$86.858,82272750
2020-03-20,$87.64,$95.4,$85.158,$85.506,141427500
2020-03-19,$74.9394,$90.4,$71.692,$85.528,150977300
2020-03-18,$77.8,$80.972,$70.102,$72.244,118930800
2020-03-17,$88.002,$94.37,$79.2,$86.04,119972900
2020-03-16,$93.8999,$98.974,$88.434,$89.014,102447300
2020-03-13,$119,$121.514,$100.4,$109.324,113201250
2020-03-12,$116.178,$118.9,$109.25,$112.11,94545250
2020-03-11,$128.04,$130.716,$122.6,$126.846,67067950
2020-03-10,$131.886,$133.6,$121.6,$129.066,77972200
2020-03-09,$121.078,$132.5996,$121,$121.6,85368700
2020-03-06,$138.0008,$141.4,$136.854,$140.696,63314600
2020-03-05,$144.754,$149.15,$143.614,$144.908,54263300
2020-03-04,$152.7921,$153.304,$144.9469,$149.9,75244900
2020-03-03,$161,$161.396,$143.2221,$149.102,128920000
2020-03-02,$142.252,$148.738,$137.334,$148.724,100974950
2020-02-28,$125.94,$138.104,$122.304,$133.598,122820850
2020-02-27,$146,$147.954,$133.8,$135.8,121385800
2020-02-26,$156.5,$162.662,$155.222,$155.76,70769200
2020-02-25,$169.8,$171.32,$157.4,$159.982,86452400
2020-02-24,$167.8,$172.7,$164.44,$166.758,75960800
2020-02-21,$181.396,$182.612,$176.09,$180.2,71697250
2020-02-20,$182.39,$182.4,$171.988,$179.882,88174450
2020-02-19,$184.7,$188.956,$180.204,$183.484,127114800
2020-02-18,$168.32,$172,$166.472,$171.68,83491850
2020-02-14,$157.444,$162.594,$157.1,$160.006,78468550
2020-02-13,$148.368,$163.6,$147,$160.8,131446750
2020-02-12,$155.574,$157.95,$152.674,$153.458,60112350
2020-02-11,$153.758,$156.7012,$151.6,$154.876,58487350
2020-02-10,$160,$163.998,$150.48,$154.256,123445800
2020-02-07,$146.11,$153.95,$146,$149.614,85317600
2020-02-06,$139.984,$159.166,$137.4,$149.792,199403750
2020-02-05,$164.652,$169.196,$140.8221,$146.94,242119200
2020-02-04,$176.592,$193.798,$166.776,$177.412,304693800
2020-02-03,$134.738,$157.228,$134.704,$156,236167500
2020-01-31,$128,$130.6,$126.504,$130.114,78596350
2020-01-30,$126.484,$130.176,$123.6,$128.162,145028400
2020-01-29,$115.138,$117.96,$113.486,$116.198,91083350
2020-01-28,$113.698,$115.362,$111.616,$113.38,58942450
2020-01-27,$108.398,$112.888,$107.856,$111.604,68040350
2020-01-24,$114.126,$114.772,$110.852,$112.964,71768000
2020-01-23,$112.85,$116.4,$111.1205,$114.44,98255200
2020-01-22,$114.378,$118.9,$111.82,$113.912,156845150
2020-01-21,$106.05,$109.716,$105.682,$109.44,89017350
2020-01-17,$101.522,$103.134,$100.632,$102.1,68145350
2020-01-16,$98.75,$102.892,$98.434,$102.698,108683250
2020-01-15,$105.952,$107.568,$103.3571,$103.7,86844150
2020-01-14,$108.851,$109.482,$104.98,$107.584,145306900
2020-01-13,$98.7,$105.126,$98.4,$104.972,133172750
2020-01-10,$96.358,$96.988,$94.74,$95.63,64884150
2020-01-09,$99.42,$99.76,$94.574,$96.268,142315950
2020-01-08,$94.74,$99.698,$93.646,$98.428,155996950
2020-01-07,$92.28,$94.326,$90.671,$93.812,91045700
2020-01-06,$88.094,$90.312,$88,$90.308,50787500
2020-01-03,$88.1,$90.8,$87.384,$88.602,88973500
2020-01-02,$84.9,$86.1391,$84.342,$86.052,47791930
2019-12-31,$81,$84.258,$80.416,$83.666,51462300
2019-12-30,$85.758,$85.8,$81.8518,$82.94,63006350
2019-12-27,$87,$87.062,$85.222,$86.076,49784135
2019-12-26,$85.582,$86.696,$85.27,$86.188,53241450
2019-12-24,$83.672,$85.094,$82.5375,$85.05,40273600
2019-12-23,$82.356,$84.402,$82,$83.844,66664100
2019-12-20,$82.058,$82.6,$80.037,$81.118,73926050
2019-12-19,$79.464,$81.37,$79.3,$80.808,90601550
2019-12-18,$76.126,$79.044,$76.116,$78.63,70681950
2019-12-17,$75.798,$77.1,$75.18,$75.798,42518875
2019-12-16,$72.51,$76.722,$72.5,$76.3,91104700
2019-12-13,$72.21,$73.042,$70.928,$71.678,32871405
2019-12-12,$70.984,$72.548,$70.646,$71.936,38881055
2019-12-11,$70.3753,$71.438,$70.218,$70.54,34595810
2019-12-10,$67.992,$70.146,$67.862,$69.768,44199755
2019-12-09,$67.318,$68.89,$67.016,$67.906,45201085
2019-12-06,$67,$67.772,$66.954,$67.178,38094685
2019-12-05,$66.566,$66.8845,$65.45,$66.074,18684880
2019-12-04,$67.55,$67.572,$66.57,$66.606,27681275
2019-12-03,$66.524,$67.582,$66.4372,$67.24,33067380
2019-12-02,$65.88,$67.2765,$65.7374,$66.974,30409930
2019-11-29,$66.222,$66.252,$65.5,$65.988,12328145
2019-11-27,$66.224,$66.786,$65.714,$66.258,27817295
2019-11-26,$67.054,$67.1,$65.42,$65.784,39781195
2019-11-25,$68.864,$68.914,$66.892,$67.268,61728850
2019-11-22,$68.032,$68.2,$66,$66.608,84353200
2019-11-21,$70.902,$72.168,$70.8008,$70.966,30550065
2019-11-20,$72,$72.24,$69.914,$70.444,33669825
2019-11-19,$70.35,$71.998,$69.56,$71.904,38680390
2019-11-18,$70.5834,$70.63,$69.22,$69.998,22042525
2019-11-15,$70.128,$70.56,$69.672,$70.434,24062815
2019-11-14,$69.222,$70.768,$68.582,$69.87,32358515
2019-11-13,$71,$71.266,$69.036,$69.222,42339315
2019-11-12,$69.38,$70.074,$68.808,$69.986,36796915
2019-11-11,$68.79,$69.838,$68.4,$69.018,49968445
2019-11-08,$66.9,$67.492,$66.5,$67.428,30371105
2019-11-07,$65.828,$68.3,$65.604,$67.108,72336750
2019-11-06,$63.6,$65.344,$62.9,$65.316,39704660
2019-11-05,$63.924,$64.702,$63.2236,$63.444,34717085
2019-11-04,$62.96,$64.388,$61.852,$63.494,43935200
2019-11-01,$63.264,$63.296,$61.96,$62.662,31919645
2019-10-31,$62.62,$63.8,$62.6,$62.984,25334780
2019-10-30,$62.6,$63.758,$61.994,$63.002,48209050
2019-10-29,$63.998,$64.86,$62.95,$63.244,63421350
2019-10-28,$65.508,$68.168,$64.52,$65.542,94351450
2019-10-25,$59.544,$66,$59.222,$65.626,150030450
2019-10-24,$59.674,$60.986,$57.84,$59.936,149096150
2019-10-23,$50.9,$51.228,$50.27,$50.936,56080900
2019-10-22,$50.864,$51.666,$50.17,$51.116,23125475
2019-10-21,$51.666,$51.9,$50.036,$50.7,25540505
2019-10-18,$52.14,$52.56,$51.02,$51.39,28768330
2019-10-17,$52.5,$52.956,$52.034,$52.394,23895215
2019-10-16,$51.478,$52.42,$51.384,$51.95,33521515
2019-10-15,$51.54,$52,$50.824,$51.578,32397280
2019-10-14,$49.58,$51.71,$49.426,$51.392,51134300
2019-10-11,$49.43,$50.216,$49.362,$49.578,42440795
2019-10-10,$49.056,$49.856,$48.316,$48.948,31567085
2019-10-09,$48.264,$49.459,$48.13,$48.906,34675165
2019-10-08,$47.174,$48.788,$46.9,$48.01,43511690
2019-10-07,$45.96,$47.712,$45.71,$47.544,40434785
2019-10-04,$46.322,$46.956,$45.614,$46.286,40105900
2019-10-03,$46.372,$46.896,$44.856,$46.606,75688800
2019-10-02,$48.658,$48.93,$47.886,$48.626,31282740
2019-10-01,$48.3,$49.19,$47.826,$48.938,30981450
2019-09-30,$48.6,$48.796,$47.2222,$48.174,29730805
2019-09-27,$48.44,$49.742,$47.746,$48.426,55615900
2019-09-26,$46.132,$48.662,$45.48,$48.512,60393950
2019-09-25,$44.912,$45.796,$43.672,$45.74,47221430
2019-09-24,$48.304,$48.398,$44.522,$44.642,64705550
2019-09-23,$48,$49.0359,$47.844,$48.246,21958150
2019-09-20,$49.298,$49.3892,$47.632,$48.124,32531320
2019-09-19,$49.2,$49.588,$48.968,$49.32,24415675
2019-09-18,$49,$49.6337,$48.474,$48.698,21140515
2019-09-17,$48.494,$49.12,$48.074,$48.958,19734545
2019-09-16,$49.2,$49.486,$48.234,$48.562,23640480
2019-09-13,$49.392,$49.69,$48.973,$49.04,26565725
2019-09-12,$49.54,$50.7,$48.88,$49.174,42906050
2019-09-11,$47.476,$49.6348,$47.2,$49.42,50213900
2019-09-10,$46.16,$47.108,$45.788,$47.108,24418570
2019-09-09,$46,$46.752,$45.846,$46.358,24013345
2019-09-06,$45.44,$45.928,$45.034,$45.49,20946860
2019-09-05,$44.5,$45.96,$44.17,$45.916,37016610
2019-09-04,$45.378,$45.692,$43.841,$44.136,28843480
2019-09-03,$44.816,$45.79,$44.632,$45.002,26802730
2019-08-30,$45.83,$46.488,$44.8426,$45.122,46638875
2019-08-29,$43.8,$44.68,$43.6,$44.342,25915520
2019-08-28,$42.738,$43.45,$42.462,$43.118,16193125
2019-08-27,$43.148,$43.76,$42.406,$42.816,27103635
2019-08-26,$42.72,$43.004,$42.308,$43,25272070
2019-08-23,$43.994,$44.234,$42.2,$42.28,42798520
2019-08-22,$44.56,$45.08,$43.644,$44.43,32824820
2019-08-21,$44.402,$44.644,$43.52,$44.166,38998720
2019-08-20,$45.524,$45.818,$44.908,$45.172,20852635
2019-08-19,$44.842,$45.566,$44.34,$45.366,26558740
2019-08-16,$43.332,$44.448,$43.204,$43.988,26036880
2019-08-15,$44.172,$44.312,$42.31,$43.128,41159760
2019-08-14,$46.242,$46.3,$43.338,$43.924,47812955
2019-08-13,$45.762,$47.2,$45.51,$47,24344990
2019-08-12,$46.598,$47.154,$45.75,$45.802,23319685
2019-08-09,$47.2108,$47.792,$46.762,$47.002,19491220
2019-08-08,$46.89,$47.96,$46.53,$47.66,26371745
2019-08-07,$45.3,$46.7138,$45.16,$46.684,23882500
2019-08-06,$46.376,$46.5,$45.15,$46.15,27821000
2019-08-05,$45.92,$46.2735,$45.155,$45.664,35141395
2019-08-02,$46.27,$47.254,$45.846,$46.868,30682405
2019-08-01,$48.53,$48.902,$46.354,$46.77,41297580
2019-07-31,$48.6,$49.336,$47.33,$48.322,45891040
2019-07-30,$46.58,$48.672,$46.436,$48.452,40545070
2019-07-29,$45.418,$47.188,$45.2065,$47.154,46366655
2019-07-26,$45.384,$46.052,$44.45,$45.608,50138500
2019-07-25,$46.7,$46.9,$45.11,$45.764,112091250
2019-07-24,$51.834,$53.214,$51.632,$52.976,55364200
2019-07-23,$51.342,$52.096,$50.9,$52.034,25115605
2019-07-22,$51.75,$52.431,$50.8382,$51.136,34231365
2019-07-19,$51.138,$51.992,$50.924,$51.636,35242050
2019-07-18,$51.01,$51.15,$50.377,$50.708,23822415
2019-07-17,$51.134,$51.662,$50.67,$50.972,48823635
2019-07-16,$49.86,$50.706,$49.5865,$50.476,40744945
2019-07-15,$49.6,$50.884,$48.972,$50.7,55000450
2019-07-12,$47.95,$49.076,$47.942,$49.016,46002605
2019-07-11,$47.628,$48.3,$47.16,$47.72,37572150
2019-07-10,$46.83,$47.788,$46.628,$47.784,45728680
2019-07-09,$45.794,$46.2,$45.456,$46.012,30954175
2019-07-08,$46.248,$46.45,$45.732,$46.068,29402710
2019-07-05,$46.914,$47.09,$46.16,$46.62,35328690
2019-07-03,$47.878,$48.314,$46.902,$46.98,71005750
2019-07-02,$45.778,$45.83,$44.444,$44.91,46295135
2019-07-01,$46.042,$46.6199,$45.256,$45.434,41189820
2019-06-28,$44.198,$45.034,$44.16,$44.692,34256920
2019-06-27,$43.89,$44.58,$43.47,$44.568,31698550
2019-06-26,$44.062,$45.446,$43.62,$43.854,42536040
2019-06-25,$44.878,$45.068,$43.898,$43.952,30910355
2019-06-24,$44.648,$45.172,$44.204,$44.728,28753855
2019-06-21,$43.244,$44.436,$43.1,$44.372,41010390
2019-06-20,$44.6,$45.38,$43.27,$43.924,59317300
2019-06-19,$45.022,$45.554,$44.212,$45.286,32875675
2019-06-18,$45.744,$46.948,$44.512,$44.948,63578950
2019-06-17,$43.096,$45.4,$42.854,$45.006,61584000
2019-06-14,$42.25,$43.33,$42.08,$42.984,37167010
2019-06-13,$42.076,$42.98,$41.5021,$42.782,40841300
2019-06-12,$44.59,$44.676,$41.8,$41.852,75987700
2019-06-11,$43.8288,$44.18,$42.7,$43.42,58267700
2019-06-10,$42.05,$43.388,$41.802,$42.576,52925200
2019-06-07,$41,$42.1688,$40.6998,$40.9,80017650
2019-06-06,$40.888,$42.2,$40.36,$41.19,101210750
2019-06-05,$39.736,$40.2556,$38.3697,$39.318,67553800
2019-06-04,$36.22,$38.796,$35.922,$38.72,69037600
2019-06-03,$37.102,$37.336,$35.3984,$35.794,65322050
2019-05-31,$37.02,$37.9841,$36.82,$37.032,52033650
2019-05-30,$37.75,$38.451,$37.404,$37.644,39632375
2019-05-29,$37.42,$38.478,$37.008,$37.972,59843200
2019-05-28,$38.24,$39,$37.57,$37.74,51564500
2019-05-24,$39.966,$39.996,$37.7501,$38.126,70682850
2019-05-23,$38.868,$39.893,$37.244,$39.098,132735700
2019-05-22,$39.82,$40.788,$38.356,$38.546,93425950
2019-05-21,$39.552,$41.48,$39.208,$41.016,90019500
2019-05-20,$40.56,$41.2,$39.05,$41.072,102631000
2019-05-17,$44.392,$44.448,$41.784,$42.206,88933350
2019-05-16,$45.898,$46.2,$45.3,$45.666,37416365
2019-05-15,$45.864,$46.488,$45.05,$46.39,36479880
2019-05-14,$45.86,$46.9,$45.6,$46.462,36262060
2019-05-13,$46.402,$46.494,$44.9,$45.402,54174000
2019-05-10,$47.95,$48.398,$47.204,$47.904,35041680
2019-05-09,$48.4,$48.736,$47.3887,$48.396,33556910
2019-05-08,$49.388,$50.1198,$48.84,$48.968,30882200
2019-05-07,$51.36,$51.442,$49.02,$49.412,50657050
2019-05-06,$50.004,$51.67,$49.7,$51.068,54169700
2019-05-03,$48.772,$51.322,$48.698,$51.006,118533850
2019-05-02,$49.104,$49.426,$47.544,$48.82,90796700
2019-05-01,$47.77,$48,$46.3,$46.802,53521750
2019-04-30,$48.412,$48.842,$47.4,$47.738,47234825
2019-04-29,$47.172,$48.796,$46.434,$48.294,83433100
2019-04-26,$49.3,$49.336,$46.226,$47.028,110755800
2019-04-25,$51,$51.8,$49.214,$49.526,109116900
2019-04-24,$52.77,$53.064,$51.6,$51.732,48285305
2019-04-23,$52.03,$53.12,$51.15,$52.78,54546750
2019-04-22,$53.8,$53.936,$52.496,$52.55,60508450
2019-04-18,$54.246,$54.968,$53.95,$54.652,29307390
2019-04-17,$54.95,$54.958,$53.707,$54.246,25590055
2019-04-16,$53.15,$55,$52.944,$54.672,36332520
2019-04-15,$53.726,$53.776,$51.726,$53.276,50162450
2019-04-12,$54.044,$54.39,$53.366,$53.54,33676930
2019-04-11,$53.66,$54.1,$53.12,$53.684,48906470
2019-04-10,$55.348,$55.676,$54.5785,$55.212,35225170
2019-04-09,$54.33,$55,$53.922,$54.462,29466235
2019-04-08,$55.538,$56.232,$54.088,$54.64,51823000
2019-04-05,$53.972,$55.22,$53.222,$54.992,65113700
2019-04-04,$52.378,$54.24,$52.118,$53.556,118400850
2019-04-03,$57.464,$59.234,$57.434,$58.362,39583250
2019-04-02,$57.66,$57.888,$56.776,$57.176,27135920
2019-04-01,$56.524,$57.84,$56.2562,$57.836,40465670
2019-03-29,$55.74,$56.032,$54.9,$55.972,29901775
2019-03-28,$55.432,$56.066,$55.02,$55.724,33824605
2019-03-27,$53.75,$55.074,$53.6368,$54.966,43761920
2019-03-26,$52.888,$54.052,$52.886,$53.554,36709340
2019-03-25,$51.942,$52.636,$50.892,$52.084,51025400
2019-03-22,$54.516,$54.56,$52.8,$52.906,43609750
2019-03-21,$54.52,$55.29,$53.69,$54.804,29654625
2019-03-20,$53.938,$54.994,$53.26,$54.72,34409880
2019-03-19,$53.5,$54.66,$52.692,$53.494,58871650
2019-03-18,$55.2,$55.61,$53.46,$53.898,51324800
2019-03-15,$56.702,$56.7449,$54.88,$55.086,73786800
2019-03-14,$58.49,$59.078,$57.658,$57.992,35240690
2019-03-13,$56.78,$58.398,$56.54,$57.792,34089270
2019-03-12,$57.298,$57.614,$56.212,$56.672,37440185
2019-03-11,$56.704,$58.256,$56.1,$58.184,36861490
2019-03-08,$55.382,$57.118,$55.178,$56.828,44028860
2019-03-07,$55.768,$56.94,$54.85,$55.318,47053485
2019-03-06,$55.296,$56.3012,$54.878,$55.248,51596850
2019-03-05,$56.4,$56.8,$54.02,$55.308,93649000
2019-03-04,$59.624,$59.8,$56.556,$57.072,85344450
2019-03-01,$61.388,$61.426,$58.38,$58.958,114243750
2019-02-28,$63.784,$64,$62.162,$63.976,48331120
2019-02-27,$60.356,$63.259,$60.11,$62.948,55720500
2019-02-26,$58.444,$60.402,$57.754,$59.572,42858045
2019-02-25,$59.582,$60.5809,$59.4001,$59.754,31068505
2019-02-22,$58.898,$59.3,$58.42,$58.942,28656900
2019-02-21,$60.362,$60.648,$58.1,$58.246,44404150
2019-02-20,$60.882,$61.26,$59.8,$60.512,35664845
2019-02-19,$61.312,$62.3088,$61.094,$61.128,20602600
2019-02-15,$60.9,$61.6,$60.78,$61.576,19479075
2019-02-14,$60.676,$61.354,$60.2,$60.754,25954435
2019-02-13,$62.47,$62.55,$61.114,$61.634,25651990
2019-02-12,$63.24,$63.638,$61.924,$62.362,27427095
2019-02-11,$62.32,$63.72,$62.1,$62.568,35570060
2019-02-08,$61.366,$61.489,$59.7,$61.16,29175390
2019-02-07,$62.66,$62.94,$60.6,$61.502,32559150
2019-02-06,$63.918,$64.848,$63.1248,$63.444,25156840
2019-02-05,$62.498,$64.488,$62.4499,$64.27,33673695
2019-02-04,$62.596,$63.06,$60.376,$62.578,36720380
2019-02-01,$61.084,$63.22,$60.7,$62.442,36318090
2019-01-31,$60.2,$62.3127,$58.8,$61.404,62725950
2019-01-30,$60.09,$61.8,$59.698,$61.754,52970200
2019-01-29,$59.054,$59.7113,$58.36,$59.492,23014665
2019-01-28,$58.582,$59.492,$57.55,$59.276,32047385
2019-01-25,$58.878,$59.7039,$57.91,$59.408,35513905
2019-01-24,$56.606,$58.736,$55.8566,$58.302,39954555
2019-01-23,$58.5,$58.9,$56.338,$57.518,62565400
2019-01-22,$60.964,$61.6,$59.1,$59.784,60260650
2019-01-18,$64.6,$65.4259,$59.946,$60.452,120396300
2019-01-17,$69.242,$70.3,$68.83,$69.462,18305810
2019-01-16,$68.956,$70.4,$68.7,$69.21,23386135
2019-01-15,$67,$69.76,$66.9,$68.886,30239450
2019-01-14,$68.476,$68.5,$66.8,$66.88,26163450
2019-01-11,$68.418,$69.682,$67.754,$69.452,25175390
2019-01-10,$66.88,$69.078,$66.358,$68.994,30248105
2019-01-09,$67.1,$68.7005,$66.294,$67.706,27133090
2019-01-08,$68.392,$68.802,$65.404,$67.07,34972135
2019-01-07,$64.344,$67.348,$63.5502,$66.992,37711690
2019-01-04,$61.2,$63.6,$60.546,$63.538,36913775
2019-01-03,$61.4,$61.88,$59.476,$60.072,34742885
2019-01-02,$61.22,$63.026,$59.76,$62.024,58056350
2018-12-31,$67.558,$67.842,$65.052,$66.56,31471490
2018-12-28,$64.62,$67.248,$63.682,$66.774,49593885
2018-12-27,$63.968,$64.4343,$60.3,$63.226,42836925
2018-12-26,$60,$65.394,$58.818,$65.218,40715510
2018-12-24,$62.7,$62.9,$59.039,$59.078,27799565
2018-12-21,$63.48,$64.694,$62.488,$63.954,39986095
2018-12-20,$65.4108,$66.058,$62.3738,$63.076,45246945
2018-12-19,$67.52,$69.402,$65.948,$66.594,41281870
2018-12-18,$70.108,$70.31,$66.738,$67.406,35424435
2018-12-17,$72.4,$73.14,$68.776,$69.684,38324160
2018-12-14,$75,$75.574,$72.866,$73.142,31638125
2018-12-13,$74.03,$75.488,$73.35,$75.358,36740840
2018-12-12,$73.884,$74.382,$73.032,$73.32,25098625
2018-12-11,$73.982,$74.4338,$72.046,$73.352,31492360
2018-12-10,$72,$73.196,$70.624,$73.03,32876705
2018-12-07,$73.8,$75.898,$71.53,$71.593,57421750
2018-12-06,$71.202,$73.476,$70.152,$72.612,39143445
2018-12-04,$71.21,$73.736,$70.4,$71.94,42151065
2018-12-03,$72,$73.2,$70.4,$71.698,41479215
2018-11-30,$68.366,$70.32,$67.653,$70.096,28105520
2018-11-29,$69.4,$69.5,$67.91,$68.234,15380130
2018-11-28,$69.198,$69.656,$68.442,$69.574,20570190
2018-11-27,$68.01,$69.392,$67.1,$68.784,31735020
2018-11-26,$65,$69.244,$65,$69.2,39865595
2018-11-23,$66.869,$67.5,$65.11,$65.166,21013210
2018-11-21,$70.4,$70.62,$67.4799,$67.638,23386945
2018-11-20,$68.35,$69.96,$66.71,$69.498,39956265
2018-11-19,$71.268,$73.35,$70.576,$70.694,48492795
2018-11-16,$69.038,$71.14,$69.024,$70.862,35972290
2018-11-15,$68.466,$69.716,$67.808,$69.688,23000650
2018-11-14,$68.54,$69.422,$67.43,$68.8,25160415
2018-11-13,$66.632,$68.94,$66.44,$67.746,27113780
2018-11-12,$69.674,$69.956,$66.068,$66.256,34584825
2018-11-09,$69.8,$70.8,$69.046,$70.102,25467280
2018-11-08,$69.7,$71.5151,$69.688,$70.28,35401015
2018-11-07,$68.668,$70.236,$68.16,$69.632,36833530
2018-11-06,$67.814,$69.76,$67.218,$68.212,33759650
2018-11-05,$68.1,$68.791,$66.028,$68.28,39104225
2018-11-02,$68.748,$69.84,$68.182,$69.282,38999600
2018-11-01,$67.652,$69.568,$66.945,$68.856,39904730
2018-10-31,$66.508,$68.4,$65.82,$67.464,38004200
2018-10-30,$65.678,$67.58,$64.452,$65.98,45545600
2018-10-29,$67.494,$69.432,$65.3,$66.97,72275750
2018-10-26,$61.65,$67.98,$61.33,$66.18,136901100
2018-10-25,$63.444,$64.2,$60.202,$62.972,103858350
2018-10-24,$60.21,$60.888,$57.146,$57.7,96752250
2018-10-23,$52.774,$59.586,$52.42,$58.828,94781050
2018-10-22,$52.136,$52.372,$50.518,$52.19,27974275
2018-10-19,$53.478,$53.932,$50.7,$52,46723820
2018-10-18,$53.858,$54.2,$52.6,$52.782,27009355
2018-10-17,$56.48,$56.54,$53.1606,$54.356,43184745
2018-10-16,$53.14,$55.475,$52.448,$55.318,47505600
2018-10-15,$51.812,$52.656,$50.9073,$51.918,30945130
2018-10-12,$52.2,$52.398,$50.402,$51.756,35946285
2018-10-11,$51.506,$52.45,$49.806,$50.446,40640920
2018-10-10,$52.922,$53.102,$49.554,$51.376,63907800
2018-10-09,$51.05,$53.354,$50.66,$52.56,60188900
2018-10-08,$52.904,$53.552,$49.8,$50.112,66855900
2018-10-05,$54.93,$54.976,$52,$52.39,89503550
2018-10-04,$58.79,$58.8,$55.534,$56.366,48194425
2018-10-03,$60.666,$60.92,$58.314,$58.96,39911360
2018-10-02,$62.79,$63.368,$59.83,$60.204,58498450
2018-10-01,$61.154,$62.288,$60.21,$62.14,108571050
2018-09-28,$54.052,$55.6,$52.111,$52.954,167986450
2018-09-27,$62.58,$62.992,$61.382,$61.504,36688800
2018-09-26,$60.382,$62.778,$60.2219,$61.916,39179315
2018-09-25,$60,$60.92,$59.3,$60.198,22361435
2018-09-24,$59.696,$60.5999,$58.716,$59.936,24171920
2018-09-21,$59.54,$60.116,$59.074,$59.82,25192485
2018-09-20,$60.712,$61.196,$58.666,$59.666,36662385
2018-09-19,$56.102,$60,$56.1,$59.804,41321765
2018-09-18,$59.338,$60.528,$55.1,$56.992,82471400
2018-09-17,$58.008,$60.174,$57.626,$58.968,34331040
2018-09-14,$57.752,$59.4651,$57.304,$59.04,33788260
2018-09-13,$57.604,$59,$57.036,$57.892,31666405
2018-09-12,$56.288,$58.5,$55.7293,$58.108,50010750
2018-09-11,$55.894,$56.4,$54.71,$55.888,45805305
2018-09-10,$54.652,$57.206,$54.2,$57.1,71161250
2018-09-07,$52.02,$53.67,$50.451,$52.648,112211550
2018-09-06,$56.96,$58.234,$55.776,$56.19,37363780
2018-09-05,$57.01,$57.356,$55.436,$56.148,38536710
2018-09-04,$59.388,$59.638,$57.6,$57.79,41522855
2018-08-31,$60.4,$61.0616,$59.72,$60.332,26835240
2018-08-30,$60.452,$60.92,$59.544,$60.63,36053125
2018-08-29,$62.054,$62.37,$60.738,$61.002,37052690
2018-08-28,$63.682,$63.776,$62.238,$62.372,38197265
2018-08-27,63.599998,64.487999,61.762001,63.854,65396500
