Date,Open,High,Low,Close,Volume
2022-01-06,$1077,$1088,$1020.5,$1064.7,30112160
2022-01-05,$1146.65,$1170.34,$1081.0101,$1088.12,26706600
2022-01-04,$1189.55,$1208,$1123.05,$1149.59,33416090
2022-01-03,$1147.75,$1201.07,$1136.04,$1199.78,34895350
2021-12-31,$1073.4444,$1081.9999,$1054.59,$1056.78,13577880
2021-12-30,$1061.33,$1095.55,$1053.15,$1070.34,15680310
2021-12-29,$1098.64,$1104,$1064.14,$1086.19,18718020
2021-12-28,$1109.49,$1118.9999,$1078.42,$1088.47,20107970
2021-12-27,$1073.67,$1117,$1070.7152,$1093.94,23715270
2021-12-23,$1006.8,$1072.9767,$997.56,$1067,30904430
2021-12-22,$965.66,$1015.6599,$957.05,$1008.87,31211360
2021-12-21,$916.87,$939.5,$886.12,$938.53,23839310
2021-12-20,$910.7,$921.6884,$893.39,$899.94,18826670
2021-12-17,$914.77,$960.6599,$909.0401,$932.57,33626750
2021-12-16,$994.5,$994.98,$921.85,$926.92,27590480
2021-12-15,$953.21,$978.7499,$928.2501,$975.99,25056410
2021-12-14,$945,$966.41,$930,$958.51,23602090
2021-12-13,$1001.09,$1005,$951.42,$966.41,26198500
2021-12-10,$1008.75,$1020.9797,$982.53,$1017.03,19888120
2021-12-09,$1060.64,$1062.49,$1002.36,$1003.8,19812830
2021-12-08,$1052.71,$1072.38,$1033.0001,$1068.96,13968790
2021-12-07,$1044.2,$1057.6739,$1026.81,$1051.75,18694860
2021-12-06,$1001.51,$1021.64,$950.5,$1009.01,27221040
2021-12-03,$1084.79,$1090.5753,$1000.21,$1014.97,30774000
2021-12-02,$1099.06,$1113,$1056.65,$1084.6,24371620
2021-12-01,$1160.695,$1172.8399,$1090.76,$1095,22934700
2021-11-30,$1144.37,$1168,$1118,$1144.76,27092040
2021-11-29,$1100.99,$1142.67,$1100.19,$1136.99,19464470
2021-11-26,$1099.47,$1108.7827,$1081,$1081.92,11680890
2021-11-24,$1080.39,$1132.77,$1062,$1116,22560240
2021-11-23,$1167.51,$1180.4999,$1062.7,$1109.03,36171700
2021-11-22,$1162.33,$1201.95,$1132.43,$1156.87,33072510
2021-11-19,$1098.87,$1138.7199,$1092.7,$1137.06,21642260
2021-11-18,$1106.55,$1112,$1075.02,$1096.38,20898930
2021-11-17,$1063.51,$1119.64,$1055.5,$1089.01,31445370
2021-11-16,$1003.31,$1057.1999,$1002.18,$1054.73,26542360
2021-11-15,$1017.63,$1031.98,$978.6,$1013.39,34775650
2021-11-12,$1047.5,$1054.5,$1019.2,$1033.42,25573150
2021-11-11,$1102.77,$1104.97,$1054.68,$1063.51,22396570
2021-11-10,$1010.41,$1078.1,$987.31,$1067.95,42802720
2021-11-09,$1173.6,$1174.5,$1011.52,$1023.5,59105840
2021-11-08,$1149.785,$1197,$1133,$1162.94,33445720
2021-11-05,$1228,$1239.87,$1208,$1222.09,21628810
2021-11-04,$1234.41,$1243.49,$1217,$1229.91,25397410
2021-11-03,$1177.33,$1215.39,$1152.62,$1213.86,34628520
2021-11-02,$1159.355,$1208.59,$1146,$1172,42737800
2021-11-01,$1145,$1209.75,$1118.66,$1208.59,56048720
2021-10-29,$1081.86,$1115.21,$1073.205,$1114,29918420
2021-10-28,$1068.305,$1081,$1054.2,$1077.04,27213170
2021-10-27,$1039.66,$1070.88,$1030.78,$1037.86,38526460
2021-10-26,$1024.69,$1094.94,$1001.44,$1018.43,62414970
2021-10-25,$950.53,$1045.02,$944.2,$1024.86,62852100
2021-10-22,$895.5,$910,$890.96,$909.68,22880840
2021-10-21,$856,$900,$855.5046,$894,31481450
2021-10-20,$865.35,$869.49,$857.38,$865.8,14032050
2021-10-19,$877.53,$877.95,$862.51,$864.27,17381130
2021-10-18,$851.79,$875.26,$851.47,$870.11,24207240
2021-10-15,$823.738,$843.21,$822.35,$843.03,18924570
2021-10-14,$815.49,$820.25,$813.3501,$818.32,12247170
2021-10-13,$810.47,$815.41,$805.78,$811.08,14120080
2021-10-12,$800.93,$812.32,$796.57,$805.72,22020040
2021-10-11,$787.65,$801.24,$785.5,$791.94,14200320
2021-10-08,$796.21,$796.38,$780.91,$785.49,16738600
2021-10-07,$785.46,$805,$783.38,$793.61,19195780
2021-10-06,$776.2,$786.66,$773.22,$782.75,14632770
2021-10-05,$784.796,$797.31,$774.2,$780.59,18432630
2021-10-04,$796.5,$806.9699,$776.12,$781.53,30483340
2021-10-01,$778.4,$780.78,$763.59,$775.22,17031410
2021-09-30,$781,$789.1305,$775,$775.48,17955960
2021-09-29,$779.8,$793.5,$770.68,$781.31,20942880
2021-09-28,$787.2,$795.64,$766.1801,$777.56,25381420
2021-09-27,$773.12,$799,$769.31,$791.36,28070660
2021-09-24,$745.89,$774.8,$744.56,$774.39,21373020
2021-09-23,$755,$758.2,$747.92,$753.64,11947530
2021-09-22,$743.5263,$753.6699,$739.12,$751.94,15126270
2021-09-21,$734.79,$744.7399,$730.44,$739.38,16330720
2021-09-20,$734.5577,$742,$718.6249,$730.17,24757650
2021-09-17,$757.15,$761.04,$750,$759.49,28204180
2021-09-16,$752.83,$758.91,$747.61,$756.99,13923390
2021-09-15,$745,$756.86,$738.36,$755.83,15357690
2021-09-14,$742.57,$754.47,$736.4,$744.49,18524880
2021-09-13,$740.214,$744.78,$708.85,$743,22952480
2021-09-10,$759.6,$762.61,$734.5201,$736.27,15184170
2021-09-09,$753.41,$762.1,$751.6301,$754.86,14077730
2021-09-08,$761.58,$764.45,$740.7733,$753.87,18793040
2021-09-07,$740,$760.2,$739.26,$752.92,20039830
2021-09-03,$732.249,$734,$724.2,$733.57,15271050
2021-09-02,$734.5,$740.97,$730.54,$732.39,12796740
2021-09-01,$734.08,$741.99,$731.2701,$734.09,13204340
2021-08-31,$733,$740.39,$726.44,$735.72,20855440
2021-08-30,$714.715,$731,$712.73,$730.91,18604220
2021-08-27,$705,$715,$702.1001,$711.92,13833760
2021-08-26,$708.31,$715.4,$697.6201,$701.16,13214290
2021-08-25,$707.03,$716.97,$704,$711.2,12645560
2021-08-24,$710.68,$715.22,$702.64,$708.49,13083070
2021-08-23,$685.442,$712.1299,$680.7505,$706.3,20264860
2021-08-20,$682.85,$692.1299,$673.7,$680.26,14841870
2021-08-19,$678.21,$686.55,$667.59,$673.47,14313490
2021-08-18,$669.748,$695.77,$669.35,$688.99,20349380
2021-08-17,$672.66,$674.58,$648.84,$665.71,23721280
2021-08-16,$705.07,$709.5,$676.4,$686.17,23103300
2021-08-13,$723.71,$729.9,$714.34,$717.17,16731470
2021-08-12,$706.34,$722.8,$699.4,$722.25,17681690
2021-08-11,$712.71,$715.18,$704.21,$707.82,9800558
2021-08-10,$713.99,$716.59,$701.88,$709.99,13432310
2021-08-09,$710.17,$719.03,$705.13,$713.76,14715350
2021-08-06,$711.9,$716.33,$697.63,$699.1,15623050
2021-08-05,$716,$720.9499,$711.41,$714.63,12919640
2021-08-04,$711,$724.9,$708.93,$710.92,17002650
2021-08-03,$719,$722.65,$701.01,$709.74,21620250
2021-08-02,$700,$726.94,$698.4,$709.67,33615770
2021-07-30,$671.758,$697.53,$669,$687.2,29656410
2021-07-29,$649.79,$683.69,$648.8,$677.35,30394640
2021-07-28,$646.995,$654.9699,$639.4001,$646.98,16006600
2021-07-27,$663.4,$666.5,$627.24,$644.78,32813290
2021-07-26,$650.97,$668.1999,$647.11,$657.62,25336560
2021-07-23,$646.36,$648.8,$637.3001,$643.38,14604940
2021-07-22,$656.4428,$662.17,$644.6001,$649.26,15105730
2021-07-21,$659.61,$664.8599,$650.2901,$655.29,13953340
2021-07-20,$651.99,$662.3916,$640.501,$660.5,15487130
2021-07-19,$629.89,$647.1999,$621.29,$646.22,21297090
2021-07-16,$654.68,$656.6999,$642.2,$644.22,16370970
2021-07-15,$658.39,$666.14,$637.88,$650.6,20209570
2021-07-14,$670.75,$678.6099,$652.84,$653.38,21641190
2021-07-13,$686.32,$693.28,$666.2958,$668.54,20966090
2021-07-12,$662.2,$687.24,$662.161,$685.7,25927040
2021-07-09,$653.185,$658.91,$644.69,$656.95,18140550
2021-07-08,$628.37,$654.43,$620.46,$652.81,22773320
2021-07-07,$664.27,$665.7,$638.32,$644.65,18791960
2021-07-06,$681.7115,$684,$651.4002,$659.58,23284450
2021-07-02,$678.98,$700,$673.26,$678.9,27097370
2021-07-01,$683.92,$687.99,$672.8,$677.92,18634520
2021-06-30,$679.77,$692.81,$678.14,$679.7,18924860
2021-06-29,$684.65,$687.5099,$675.89,$680.76,17381310
2021-06-28,$671.64,$694.6999,$670.32,$688.72,21628160
2021-06-25,$689.58,$693.81,$668.7,$671.87,32496710
2021-06-24,$674.99,$697.62,$667.61,$679.82,45982390
2021-06-23,$632,$657.204,$630.04,$656.57,31099230
2021-06-22,$618.25,$628.5693,$615.5,$623.71,19158890
2021-06-21,$624.48,$631.39,$608.88,$620.83,24812740
2021-06-18,$613.37,$628.35,$611.8,$623.31,24560910
2021-06-17,$601.888,$621.47,$601.34,$616.6,22701350
2021-06-16,$597.535,$608.5,$593.5,$604.87,22144130
2021-06-15,$616.69,$616.79,$598.23,$599.36,17764150
2021-06-14,$612.23,$625.49,$609.18,$617.69,20423980
2021-06-11,$610.23,$612.56,$601.52,$609.89,16205300
2021-06-10,$603.88,$616.59,$600.5,$610.12,23919610
2021-06-09,$602.17,$611.79,$597.6301,$598.78,16584570
2021-06-08,$623.01,$623.09,$595.5,$603.59,26053410
2021-06-07,$591.825,$610,$582.88,$605.13,22543680
2021-06-04,$579.71,$600.61,$577.2,$599.05,24036900
2021-06-03,$601.8,$604.55,$571.22,$572.84,30111890
2021-06-02,$620.13,$623.36,$599.14,$605.12,23302780
2021-06-01,$627.8,$633.8,$620.55,$623.9,18084890
2021-05-28,$628.5,$635.59,$622.38,$625.22,22737040
2021-05-27,$620.24,$631.13,$616.21,$630.85,26370590
2021-05-26,$607.56,$626.17,$601.5,$619.13,28639310
2021-05-25,$607.31,$613.99,$595.71,$604.69,28005930
2021-05-24,$581.6,$614.48,$573.65,$606.44,34558090
2021-05-21,$596.11,$596.68,$580,$580.88,26030600
2021-05-20,$575,$588.85,$571.07,$586.78,30821120
2021-05-19,$552.55,$566.21,$546.98,$563.46,39578400
2021-05-18,$568,$596.25,$563.38,$577.87,36830570
2021-05-17,$575.553,$589.73,$561.2,$576.83,32247800
2021-05-14,$583.41,$592.87,$570.46,$589.74,33370860
2021-05-13,$601.545,$606.4599,$559.65,$571.69,44184920
2021-05-12,$602.49,$620.41,$586.765,$589.89,33823650
2021-05-11,$599.24,$627.0999,$595.6,$617.2,46503900
2021-05-10,$664.9,$665.05,$627.6101,$629.04,31392420
2021-05-07,$665.8,$690,$660.22,$672.37,23469170
2021-05-06,$680.76,$681.02,$650,$663.54,27784620
2021-05-05,$681.06,$685.2955,$667.34,$670.94,21901890
2021-05-04,$678.94,$683.4464,$657.701,$673.6,29739320
2021-05-03,$703.8,$706,$680.5,$684.9,27043140
2021-04-30,$667.59,$715.47,$666.14,$709.44,40758720
2021-04-29,$699.51,$702.25,$668.5002,$677,28845450
2021-04-28,$696.41,$708.5,$693.6,$694.4,22271050
2021-04-27,$717.96,$724,$703.3501,$704.74,29437000
2021-04-26,$741,$749.3,$732.6053,$738.2,31038500
2021-04-23,$719.8,$737.36,$715.46,$729.4,28413890
2021-04-22,$741.5,$753.77,$718.04,$719.69,35590260
2021-04-21,$704.77,$744.84,$698,$744.12,31215510
2021-04-20,$717.42,$737.25,$710.685,$718.99,35609040
2021-04-19,$719.6,$725.4,$691.8001,$714.63,39686230
2021-04-16,$728.65,$749.41,$724.6,$739.78,27979530
2021-04-15,$743.1,$743.69,$721.31,$738.85,27848900
2021-04-14,$770.7,$780.79,$728.03,$732.23,49017430
2021-04-13,$712.7,$763,$710.66,$762.32,44652810
2021-04-12,$685.7,$704.8,$682.09,$701.98,29135670
2021-04-09,$677.77,$680.97,$669.43,$677.02,21437090
2021-04-08,$677.38,$689.5499,$671.645,$683.8,23924330
2021-04-07,$687,$691.38,$667.84,$670.97,26309430
2021-04-06,$690.3,$696.55,$681.37,$691.62,28271840
2021-04-05,$707.71,$708.16,$684.7,$691.05,41842770
2021-04-01,$688.37,$692.4203,$659.42,$661.75,35298380
2021-03-31,$646.62,$672,$641.11,$667.93,33337290
2021-03-30,$601.75,$637.66,$591.01,$635.62,39432360
2021-03-29,$615.64,$616.48,$596.02,$611.29,28636990
2021-03-26,$641.87,$643.82,$599.89,$618.71,33852830
2021-03-25,$613,$645.5,$609.5,$640.39,39224850
2021-03-24,$667.91,$668.02,$630.11,$630.27,33795170
2021-03-23,$675.77,$677.8,$657.51,$662.16,30491870
2021-03-22,$684.59,$699.62,$668.75,$670,39512220
2021-03-19,$646.6,$657.23,$624.6201,$654.87,42893980
2021-03-18,$684.29,$689.23,$652,$653.16,33369020
2021-03-17,$656.87,$703.73,$651.01,$701.81,40372450
2021-03-16,$703.35,$707.92,$671,$676.88,32195670
2021-03-15,$694.09,$713.18,$684.04,$707.94,29423480
2021-03-12,$670,$694.88,$666.1394,$693.73,33583840
2021-03-11,$699.4,$702.5,$677.18,$699.6,36253890
2021-03-10,$700.3,$717.85,$655.06,$668.06,60605670
2021-03-09,$608.18,$678.09,$595.21,$673.58,67523330
2021-03-08,$600.55,$620.125,$558.79,$563,51786960
2021-03-05,$626.06,$627.8419,$539.49,$597.95,89396460
2021-03-04,$655.8,$873.94,$600,$621.44,65919530
2021-03-03,$687.99,$700.7,$651.705,$653.2,30207960
2021-03-02,$718.28,$721.11,$685,$686.44,23732160
2021-03-01,$690.11,$872,$685.05,$718.43,27136240
2021-02-26,$700,$706.7,$659.51,$675.5,41089170
2021-02-25,$726.15,$737.2066,$670.58,$682.22,39023860
2021-02-24,$711.85,$745,$694.17,$742.02,36766950
2021-02-23,$662.13,$713.6099,$619,$698.84,66606880
2021-02-22,$762.64,$768.5,$710.2,$714.5,37269720
2021-02-19,$795,$796.7899,$777.37,$781.3,18958260
2021-02-18,$780.9,$794.69,$776.27,$787.38,17957060
2021-02-17,$779.09,$799.84,$762.01,$798.15,26078900
2021-02-16,$818,$821,$792.44,$796.22,19802320
2021-02-12,$801.26,$817.33,$785.3306,$816.12,23768310
2021-02-11,$812.44,$829.8799,$801.725,$811.66,21622750
2021-02-10,$843.635,$844.82,$800.02,$804.82,36216090
2021-02-09,$855.12,$859.8,$841.75,$849.46,15157650
2021-02-08,$869.67,$877.77,$854.75,$863.42,20161720
2021-02-05,$845,$864.77,$838.97,$852.23,18566640
2021-02-04,$855,$856.5,$833.42,$849.99,15812660
2021-02-03,$877.02,$878.08,$853.0646,$854.69,18343510
2021-02-02,$844.68,$880.5,$842.2006,$872.79,24346210
2021-02-01,$814.29,$842,$795.5601,$839.81,25391390
2021-01-29,$830,$842.41,$780.1,$793.53,34990750
2021-01-28,$820,$848,$801,$835.43,26378050
2021-01-27,$870.35,$891.5,$858.66,$864.16,27333960
2021-01-26,$891.38,$895.9,$871.6,$883.09,23131600
2021-01-25,$855,$900.4,$838.8201,$880.8,41173400
2021-01-22,$834.31,$848,$828.62,$846.64,20066500
2021-01-21,$855,$855.7199,$841.4201,$844.99,20598130
2021-01-20,$858.74,$859.5,$837.28,$850.45,25665880
2021-01-19,$837.8,$850,$833,$844.55,25366980
2021-01-15,$852,$859.9,$819.1,$826.16,38777600
2021-01-14,$843.39,$863,$838.75,$845,31266330
2021-01-13,$852.76,$860.47,$832,$854.41,33312500
2021-01-12,$831,$868,$827.34,$849.44,46270720
2021-01-11,$849.4,$854.43,$803.6222,$811.19,59554150
2021-01-08,$856,$884.49,$838.39,$880.02,75055530
2021-01-07,$777.63,$816.99,$775.2,$816.04,51498950
2021-01-06,$758.49,$774,$749.1,$755.98,44699970
2021-01-05,$723.66,$740.84,$719.2,$735.11,32245170
2021-01-04,$719.46,$744.4899,$717.1895,$729.77,48638190
2020-12-31,$699.99,$718.72,$691.12,$705.67,49649930
2020-12-30,$672,$696.6,$668.3603,$694.78,42846020
2020-12-29,$661,$669.9,$655,$665.99,22910810
2020-12-28,$674.51,$681.4,$660.8,$663.69,32278560
2020-12-24,$642.99,$666.09,$641,$661.77,22865570
2020-12-23,$632.2,$651.4999,$622.5701,$645.98,33172970
2020-12-22,$648,$649.88,$614.23,$640.34,51861640
2020-12-21,$666.24,$668.5,$646.07,$649.86,58045260
2020-12-18,$668.9,$695,$628.54,$695,222126200
2020-12-17,$628.19,$658.82,$619.5,$655.9,56270140
2020-12-16,$628.23,$632.5,$605,$622.77,42095810
2020-12-15,$643.28,$646.9,$623.8,$633.25,45223560
2020-12-14,$619,$642.7499,$610.2001,$639.83,52040650
2020-12-11,$615.01,$624,$596.8,$609.99,46474970
2020-12-10,$574.37,$627.75,$566.34,$627.07,67083150
2020-12-09,$653.69,$654.32,$588,$604.48,71291190
2020-12-08,$625.505,$651.28,$618.5,$649.88,64265030
2020-12-07,$604.9197,$648.7856,$603.05,$641.76,56309710
2020-12-04,$591.01,$599.04,$585.5,$599.04,29401310
2020-12-03,$590.02,$598.97,$582.43,$593.38,42552000
2020-12-02,$556.44,$571.54,$541.21,$568.82,47775650
2020-12-01,$597.59,$597.85,$572.05,$584.76,40382830
2020-11-30,$602.21,$607.8,$554.51,$567.6,63003050
2020-11-27,$581.16,$598.78,$578.45,$585.76,37561080
2020-11-25,$550.06,$574,$545.37,$574,48930160
2020-11-24,$540.4,$559.99,$526.2,$555.38,53648490
2020-11-23,$503.5,$526,$501.79,$521.85,50260300
2020-11-20,$497.99,$502.5,$489.06,$489.61,32911920
2020-11-19,$492,$508.6112,$487.57,$499.27,62475350
2020-11-18,$448.35,$496,$443.5001,$486.64,78044020
2020-11-17,$460.17,$462,$433.01,$441.61,61188280
2020-11-16,$408.93,$412.45,$404.0868,$408.09,26838640
2020-11-13,$410.85,$412.5319,$401.66,$408.5,19830350
2020-11-12,$415.05,$423,$409.52,$411.76,19940500
2020-11-11,$416.45,$418.695,$410.58,$417.13,17357720
2020-11-10,$420.09,$420.09,$396.0301,$410.36,30284220
2020-11-09,$439.5,$452.5,$421,$421.26,34833030
2020-11-06,$436.1,$436.57,$424.28,$429.95,21706010
2020-11-05,$428.3,$440,$424.0001,$438.09,28414520
2020-11-04,$430.62,$435.4,$417.1,$420.98,32143060
2020-11-03,$409.73,$427.77,$406.69,$423.9,34351720
2020-11-02,$394,$406.9799,$392.3,$400.51,29021120
2020-10-30,$406.8954,$407.5915,$379.11,$388.04,42587640
2020-10-29,$409.96,$418.06,$406.46,$410.83,22655310
2020-10-28,$416.48,$418.6,$406,$406.02,25451410
2020-10-27,$423.76,$430.5,$420.1,$424.68,22686510
2020-10-26,$411.63,$425.76,$410,$420.28,28239160
2020-10-23,$421.84,$422.8859,$407.3801,$420.63,33716980
2020-10-22,$441.92,$445.23,$424.51,$425.79,39993190
2020-10-21,$422.7,$432.95,$421.25,$422.64,32370460
2020-10-20,$431.75,$431.75,$419.0501,$421.94,31656290
2020-10-19,$446.24,$447,$428.87,$430.83,36287840
2020-10-16,$454.44,$455.9499,$438.85,$439.67,32775880
2020-10-15,$450.31,$456.57,$442.5,$448.88,35672350
2020-10-14,$449.78,$465.9,$447.35,$461.3,48045390
2020-10-13,$443.35,$448.89,$436.6,$446.65,34463670
2020-10-12,$442,$448.74,$438.58,$442.3,38791130
2020-10-09,$430.13,$434.5899,$426.4601,$434,28925660
2020-10-08,$438.44,$439,$425.3,$425.92,40421120
2020-10-07,$419.87,$429.9,$413.845,$425.3,43127710
2020-10-06,$423.79,$428.7799,$406.05,$413.98,49146260
2020-10-05,$423.35,$433.64,$419.33,$425.68,44722790
2020-10-02,$421.39,$439.13,$415,$415.09,71430030
2020-10-01,$440.76,$448.88,$434.42,$448.16,50741450
2020-09-30,$421.32,$433.93,$420.47,$429.01,48145570
2020-09-29,$416,$428.5,$411.6,$419.07,50341400
2020-09-28,$424.62,$428.08,$415.55,$421.2,49719560
2020-09-25,$393.47,$408.7323,$391.3,$407.34,67208460
2020-09-24,$363.8,$399.5,$351.3,$387.79,96561060
2020-09-23,$405.16,$412.15,$375.8801,$380.36,95074180
2020-09-22,$429.6,$437.76,$417.6001,$424.23,79580800
2020-09-21,$453.13,$455.68,$407.07,$449.39,109476800
2020-09-18,$447.94,$451,$428.8,$442.15,86406820
2020-09-17,$415.6,$437.79,$408.0001,$423.43,76779160
2020-09-16,$439.87,$457.79,$435.31,$441.76,72546760
2020-09-15,$436.56,$461.94,$430.7,$449.76,97298230
2020-09-14,$380.95,$420,$373.3,$419.62,83020610
2020-09-11,$381.94,$382.5,$360.5,$372.72,60717460
2020-09-10,$386.21,$398.99,$360.56,$371.34,84930610
2020-09-09,$356.6,$369,$341.51,$366.28,79465770
2020-09-08,$356,$368.74,$329.88,$330.21,115465700
2020-09-04,$402.81,$428,$372.0201,$418.32,110321900
2020-09-03,$407.23,$431.8,$402,$407,87596090
2020-09-02,$478.99,$479.04,$405.1206,$447.37,96176130
2020-09-01,$502.14,$502.49,$470.51,$475.05,90119420
2020-08-31,$444.61,$500.14,$440.11,$498.32,118374400
2020-08-28,$459.024,$463.698,$437.304,$442.68,100405900
2020-08-27,$436.092,$459.12,$428.5,$447.75,118465200
2020-08-26,$412,$433.2,$410.7258,$430.634,71196900
2020-08-25,$394.978,$405.59,$393.6,$404.668,53294450
2020-08-24,$425.255,$425.8,$385.504,$402.84,100318100
2020-08-21,$408.952,$419.098,$405.01,$409.996,107447800
2020-08-20,$372.136,$404.398,$371.412,$400.366,103059000
2020-08-19,$373,$382.2,$368.242,$375.706,61026650
2020-08-18,$379.798,$384.78,$369.022,$377.418,82372450
2020-08-17,$335.4,$369.172,$334.566,$367.128,101211600
2020-08-14,$332.998,$333.76,$325.328,$330.142,62888050
2020-08-13,$322.2,$330.236,$313.452,$324.2,102126550
2020-08-12,$294,$317,$287,$310.952,109494150
2020-08-11,$279.2,$284,$273,$274.878,43129170
2020-08-10,$289.6,$291.5,$277.168,$283.714,37611320
2020-08-07,$299.9074,$299.95,$283.002,$290.542,44482100
2020-08-06,$298.166,$303.462,$295.452,$297.916,29961565
2020-08-05,$298.598,$299.9677,$293.662,$297.004,24890075
2020-08-04,$299.002,$305.482,$292.4,$297.4,42074950
2020-08-03,$289.84,$301.962,$288.8769,$297,44046730
2020-07-31,$303,$303.41,$284.196,$286.152,61234800
2020-07-30,$297.6,$302.648,$294.2,$297.498,38105195
2020-07-29,$300.2,$306.962,$297.4,$299.822,47134465
2020-07-28,$300.8,$312.94,$294.884,$295.298,79043500
2020-07-27,$287,$309.588,$282.6001,$307.92,80243350
2020-07-24,$283.202,$293,$273.308,$283.4,96983100
2020-07-23,$335.79,$337.8,$296.154,$302.614,121642500
2020-07-22,$319.8,$325.284,$312.4,$318.466,70805400
2020-07-21,$327.986,$335,$311.6,$313.672,80786400
2020-07-20,$303.802,$330,$297.6,$328.6,85606850
2020-07-17,$302.69,$307.502,$298,$300.168,46649860
2020-07-16,$295.432,$306.342,$293.2,$300.128,71503950
2020-07-15,$308.6,$310,$291.4,$309.202,81839150
2020-07-14,$311.2,$318,$286.2,$303.36,117090700
2020-07-13,$331.8,$358.998,$294.222,$299.412,194926800
2020-07-10,$279.2,$309.783,$275.202,$308.93,116687750
2020-07-09,$279.398,$281.712,$270.256,$278.856,58588000
2020-07-08,$281,$283.452,$262.268,$273.176,81556550
2020-07-07,$281.002,$285.9,$267.342,$277.972,107448300
2020-07-06,$255.338,$275.558,$253.2088,$274.316,102849300
2020-07-02,$244.296,$245.6,$237.12,$241.732,86250600
2020-07-01,$216.6,$227.066,$216.1,$223.926,66634500
2020-06-30,$201.3,$217.538,$200.746,$215.962,84592500
2020-06-29,$193.802,$202,$189.704,$201.87,45132020
2020-06-26,$198.956,$199,$190.974,$191.948,44274540
2020-06-25,$190.854,$197.196,$187.43,$197.196,46272745
2020-06-24,$198.822,$200.1769,$190.6283,$192.17,54797950
2020-06-23,$199.776,$202.4,$198.802,$200.356,31826355
2020-06-22,$199.99,$201.776,$198.004,$198.864,31811750
2020-06-19,$202.556,$203.194,$198.268,$200.18,43398745
2020-06-18,$200.6,$203.84,$198.8942,$200.792,48759680
2020-06-17,$197.542,$201,$196.5142,$198.358,49454000
2020-06-16,$202.37,$202.576,$192.478,$196.426,70255400
2020-06-15,$183.558,$199.768,$181.7,$198.18,78485900
